Date,TimeIn,GateIn,PCIn,ContactNo,NRIC,TimeOut,GateOut,PCOut,Stay
2020-08-15,18:22,B,4,98712275,G7643772X,20:18,D,8,116
2020-08-15,18:27,B,2,87171580,S2359827X,22:04,D,10,217
2020-08-15,18:30,A,4,81889305,S0440813X,21:08,G,9,158
2020-08-15,18:35,A,3,94100279,G8605425X,21:42,D,11,187
2020-08-15,18:40,C,4,88368990,F3564710X,19:57,G,10,77
2020-08-15,18:42,A,1,92388908,S4132289X,22:02,D,8,200
2020-08-15,18:47,C,5,81482692,G5324593X,19:46,D,7,59
2020-08-15,18:49,B,6,82797102,S6118858X,21:47,G,8,178
2020-08-15,18:54,B,6,84754583,G6510965X,19:40,D,9,46
2020-08-15,18:58,B,1,95917509,S4290025X,21:25,E,11,147
2020-08-15,19:01,B,4,81608132,T5668802X,21:00,G,10,119
2020-08-15,19:03,C,2,85502340,G0588148X,20:04,F,9,61
2020-08-15,19:05,C,5,93138430,F1724610X,19:27,G,10,22
2020-08-15,19:06,B,1,85241055,F1301669X,21:42,D,11,156
2020-08-15,19:08,B,1,92760738,T4221711X,20:06,G,7,58
2020-08-15,19:08,B,6,86515162,S1014733X,20:50,F,7,102
2020-08-15,19:12,A,2,89889045,S1044582X,21:39,F,8,147
2020-08-15,19:17,A,3,86938342,S5440446X,20:25,D,9,68
2020-08-15,19:20,C,3,89284652,S3214548X,20:28,G,12,68
2020-08-15,19:21,B,4,93869556,T8105708X,21:33,F,11,132
2020-08-15,19:22,C,6,99515142,F0823898X,20:31,G,7,69
2020-08-15,19:22,A,6,91694752,G7340028X,21:26,E,11,124
2020-08-15,19:24,B,3,85246212,F1336298X,21:30,G,7,126
2020-08-15,19:29,B,2,97176430,T2766962X,21:53,G,10,144
2020-08-15,19:29,B,3,84600057,S2941229X,21:25,F,8,116
2020-08-15,19:29,A,4,83099639,F3808885X,21:56,E,7,147
2020-08-15,19:30,C,5,87466106,G2814983X,20:51,F,7,81
2020-08-15,19:32,B,1,99769214,F6315232X,21:20,E,12,108
2020-08-15,19:37,B,5,99614268,T9190168X,21:48,E,9,131
2020-08-15,19:38,A,4,96061961,S1107462X,20:42,F,7,64
2020-08-15,19:43,A,2,85284054,S1088720X,21:26,F,11,103
2020-08-15,19:43,A,3,83469878,G2262919X,20:12,G,10,29
2020-08-15,19:47,A,3,95447193,S0512523X,21:34,D,7,107
2020-08-15,19:47,B,3,93242002,S2022276X,20:39,F,10,52
2020-08-15,19:48,A,4,94935701,G5248716X,21:35,F,7,107
2020-08-15,19:48,A,3,93750170,S7247226X,20:55,E,10,67
2020-08-15,19:53,C,6,87985902,F2118352X,21:14,E,12,81
2020-08-15,19:55,A,5,81897526,S5399475X,20:55,D,10,60
2020-08-15,19:57,C,1,94777706,T1627667X,21:07,G,11,70
2020-08-15,20:01,A,3,97951391,T2536464X,21:41,G,8,100
2020-08-15,20:04,B,5,82245205,G1107757X,20:56,E,10,52
2020-08-15,20:07,C,3,85728418,G6702709X,21:52,D,7,105
2020-08-15,20:10,B,5,93796435,S5518309X,20:51,D,7,41
2020-08-15,20:11,B,1,88077641,G7554862X,20:16,D,8,5
2020-08-15,20:12,A,2,88559237,G3119538X,20:38,E,12,26
2020-08-15,20:16,B,5,87964151,S5616322X,21:29,D,11,73
2020-08-15,20:16,B,1,82614620,F4736726X,20:22,G,12,6
2020-08-15,20:21,A,6,89459225,T4788505X,21:20,E,10,59
2020-08-15,20:23,B,4,98342703,T1983429X,21:33,E,8,70
2020-08-15,20:23,C,2,88238971,S0741569X,21:35,D,10,72
2020-08-15,20:28,A,6,89909217,F5961550X,21:01,D,12,33
2020-08-15,20:28,B,1,87831061,T4090080X,21:34,E,10,66
2020-08-15,20:32,B,2,94785825,S0221782X,21:00,G,11,28
2020-08-15,20:32,C,4,92940082,S9209991X,21:03,G,8,31
2020-08-15,20:32,B,3,94113902,T6395098X,21:19,E,7,47
2020-08-15,20:33,C,2,82724193,S4838312X,21:33,F,12,60
2020-08-15,20:38,A,1,86616827,S7358735X,21:59,F,12,81
2020-08-15,20:43,B,3,82466873,T6702690X,21:37,F,7,54
2020-08-15,20:46,A,1,97695693,S5147953X,21:47,F,11,61
2020-08-15,20:51,C,4,87071102,F1950518X,21:15,G,7,24
2020-08-15,20:51,C,5,85447352,G0960500X,21:11,D,11,20
2020-08-15,20:56,C,6,84637669,S7011858X,21:24,E,12,28
2020-08-15,21:00,A,6,84021273,S1990565X,21:49,E,11,49
2020-08-15,21:04,A,5,96118008,S5668749X,21:49,G,8,45
2020-08-15,21:05,C,1,92991950,F4852711X,21:38,F,8,33
2020-08-15,21:05,A,1,86416484,G3793586X,21:24,D,12,19
2020-08-15,21:10,A,1,93371487,S7887690X,21:17,G,9,7
2020-08-15,21:15,C,5,97031325,G8005364X,21:51,F,9,36
2020-08-15,21:19,B,3,89224501,G7064572X,21:50,D,8,31
2020-08-15,21:20,B,4,99929985,S0013529X,21:51,D,10,31
2020-08-15,21:20,B,3,93439494,F6335766X,21:28,G,9,8
2020-08-15,21:24,C,3,97431688,S2796408X,21:53,E,7,29
2020-08-15,21:28,C,3,91703311,G3182864X,21:55,G,9,27
2020-08-15,21:29,A,6,81474505,F7649663X,21:45,E,9,16
2020-08-15,21:29,A,6,85781776,T5911385X,21:59,E,9,30
2020-08-15,21:33,A,6,97496154,S1939705X,21:39,D,10,6
2020-08-15,21:33,C,3,97700404,F6346222X,21:48,G,7,15
2020-08-15,21:35,C,2,83221734,S4437251X,22:00,E,12,25
2020-08-15,21:39,A,3,82903792,F3459145X,21:57,D,7,18
2020-08-15,21:43,C,5,83855393,F1471254X,21:57,D,12,14
2020-08-16,10:00,B,5,94937361,G6883432X,11:01,F,10,61
2020-08-16,10:04,B,1,85240665,G0181973X,12:56,D,9,172
2020-08-16,10:07,C,1,98472139,T2124456X,10:35,F,9,28
2020-08-16,10:08,B,1,85924602,S3589647X,13:26,F,9,198
2020-08-16,10:11,B,2,84793876,G7280340X,13:27,D,8,196
2020-08-16,10:13,A,1,95936010,T0199596X,11:40,G,12,87
2020-08-16,10:17,B,5,97221162,T1954044X,13:30,E,9,193
2020-08-16,10:20,C,3,97599767,T5728367X,14:01,F,9,221
2020-08-16,10:24,C,3,86304085,T9254569X,12:45,D,8,141
2020-08-16,10:26,B,3,88441736,F9725063X,13:37,D,12,191
2020-08-16,10:28,B,2,81955456,S3019064X,11:54,F,8,86
2020-08-16,10:32,C,3,97149547,F7382617X,11:47,G,9,75
2020-08-16,10:34,B,4,89298043,T0905336X,12:58,F,11,144
2020-08-16,10:35,B,3,96664663,S3291612X,12:06,G,10,91
2020-08-16,10:38,C,4,81172580,G2961799X,13:26,F,8,168
2020-08-16,10:39,A,2,88087737,F4689906X,13:27,D,10,168
2020-08-16,10:43,C,3,89456307,T4986034X,13:44,D,9,181
2020-08-16,10:48,C,2,96726205,T5712926X,14:40,F,9,232
2020-08-16,10:52,A,5,99745301,G0107397X,13:26,D,11,154
2020-08-16,10:54,C,4,82070934,F7379988X,11:05,F,12,11
2020-08-16,10:55,A,2,95576147,F6880244X,11:44,E,8,49
2020-08-16,10:56,C,1,94063508,S7197487X,14:28,E,8,212
2020-08-16,11:01,A,3,94572180,T1823079X,11:33,G,7,32
2020-08-16,11:06,B,4,85920298,S8867040X,13:09,F,12,123
2020-08-16,11:07,C,1,91514121,S1755368X,11:27,F,7,20
2020-08-16,11:08,A,3,94140627,G0557599X,11:50,F,10,42
2020-08-16,11:10,A,3,94085585,S1127261X,11:39,G,9,29
2020-08-16,11:12,B,3,81171207,F7705938X,12:37,E,10,85
2020-08-16,11:12,A,3,93815353,T7950603X,11:15,D,11,3
2020-08-16,11:17,B,6,82306718,F4261588X,14:29,D,10,192
2020-08-16,11:17,A,3,91483995,G1723685X,13:43,D,8,146
2020-08-16,11:21,C,4,89793107,T0355616X,14:33,F,11,192
2020-08-16,11:26,B,6,85425406,S4998238X,14:41,D,9,195
2020-08-16,11:27,B,6,93030882,G9434934X,12:07,E,12,40
2020-08-16,11:29,C,5,98861059,G3645634X,12:32,E,8,63
2020-08-16,11:32,B,3,85342635,S6885761X,13:37,E,11,125
2020-08-16,11:36,C,3,81473496,G0012514X,13:09,D,12,93
2020-08-16,11:38,B,4,91571421,G8716795X,14:40,F,12,182
2020-08-16,11:40,C,1,88565384,T7243291X,13:40,E,10,120
2020-08-16,11:42,C,5,82005357,T8104788X,13:27,E,10,105
2020-08-16,11:42,A,6,82886288,S4053591X,13:00,G,8,78
2020-08-16,11:42,B,5,87796058,S5525886X,14:21,D,11,159
2020-08-16,11:45,B,4,85107833,S8633117X,15:37,E,11,232
2020-08-16,11:47,A,2,88771609,F3581065X,12:23,E,8,36
2020-08-16,11:51,C,6,95957922,F2596615X,15:08,G,7,197
2020-08-16,11:54,C,1,91854511,F4686521X,15:48,D,11,234
2020-08-16,11:57,C,6,82153449,G6445409X,14:03,G,10,126
2020-08-16,12:01,B,5,96936710,S4464943X,14:47,G,12,166
2020-08-16,12:05,C,4,85974390,G3706272X,14:38,G,12,153
2020-08-16,12:06,C,4,81604009,F4457272X,14:39,E,11,153
2020-08-16,12:10,A,2,85743412,S9738524X,15:31,D,9,201
2020-08-16,12:11,B,2,85883774,G0567140X,12:50,F,10,39
2020-08-16,12:11,B,3,84838250,G0591849X,15:48,F,12,217
2020-08-16,12:11,C,3,85632382,S1254851X,12:20,G,7,9
2020-08-16,12:14,C,3,96991387,G6735864X,14:14,E,10,120
2020-08-16,12:14,A,2,89797939,T6455834X,13:41,G,10,87
2020-08-16,12:16,A,5,83443289,T1230437X,12:36,E,11,20
2020-08-16,12:19,A,4,84722035,F9781173X,15:25,F,8,186
2020-08-16,12:21,A,2,83875948,T0052575X,13:02,F,12,41
2020-08-16,12:26,B,6,95193333,S0459079X,13:00,E,12,34
2020-08-16,12:29,B,3,93132935,F9821843X,15:51,G,12,202
2020-08-16,12:29,C,1,89285338,T8415866X,13:52,F,11,83
2020-08-16,12:29,A,6,83725523,T1884623X,14:17,G,9,108
2020-08-16,12:30,B,3,83940907,G0569910X,16:23,G,9,233
2020-08-16,12:34,A,4,94040338,T5479808X,13:56,F,8,82
2020-08-16,12:37,C,1,82588305,T2268365X,15:53,F,10,196
2020-08-16,12:39,B,6,86057334,F2359479X,14:44,G,9,125
2020-08-16,12:43,C,4,99780700,G2009350X,12:52,D,11,9
2020-08-16,12:43,A,6,82275401,G3857230X,14:24,E,8,101
2020-08-16,12:46,A,3,95271712,S7009115X,12:54,D,12,8
2020-08-16,12:47,C,3,96891139,T1468325X,13:44,F,10,57
2020-08-16,12:50,C,6,91578141,G7351440X,13:49,E,10,59
2020-08-16,12:55,C,4,89951127,T0481322X,13:35,D,8,40
2020-08-16,12:59,A,1,82676841,F7806831X,15:53,D,8,174
2020-08-16,13:04,A,1,98757886,S8951754X,13:12,F,7,8
2020-08-16,13:09,C,2,85742099,G8806522X,15:56,G,12,167
2020-08-16,13:14,A,1,81581332,T8806626X,15:47,D,10,153
2020-08-16,13:17,A,3,84190082,S0255176X,14:12,E,12,55
2020-08-16,13:19,A,4,93778883,T7420228X,14:50,F,9,91
2020-08-16,13:21,C,6,91217976,S2445738X,13:29,E,10,8
2020-08-16,13:22,A,3,99415933,S1031143X,15:05,F,11,103
2020-08-16,13:27,A,4,91873867,S7608053X,15:32,D,9,125
2020-08-16,13:27,C,2,89617562,F4631985X,13:49,E,7,22
2020-08-16,13:28,C,1,83374580,F6602857X,17:12,F,11,224
2020-08-16,13:28,C,4,85951116,G7905097X,15:59,G,9,151
2020-08-16,13:33,B,6,96880846,G7943829X,15:43,F,11,130
2020-08-16,13:35,A,1,83492481,G7859356X,14:32,G,8,57
2020-08-16,13:35,A,6,93361357,F2194945X,14:17,G,7,42
2020-08-16,13:37,A,3,98993738,F6132583X,15:12,F,9,95
2020-08-16,13:37,C,4,86200578,T1976084X,14:37,F,11,60
2020-08-16,13:38,B,2,95577275,S0436452X,15:01,D,11,83
2020-08-16,13:43,B,2,94006550,F1131865X,15:47,E,7,124
2020-08-16,13:48,C,6,87138335,T1611400X,15:48,F,9,120
2020-08-16,13:52,C,4,97370166,G4865362X,15:44,E,10,112
2020-08-16,13:57,C,5,84091990,F9951930X,16:09,D,10,132
2020-08-16,14:00,A,3,89195450,S9964696X,15:11,E,8,71
2020-08-16,14:03,C,6,86062149,F7119768X,17:52,G,11,229
2020-08-16,14:03,C,3,88772503,G3511067X,17:17,F,12,194
2020-08-16,14:03,A,3,92352355,G2350693X,16:56,F,8,173
2020-08-16,14:07,A,4,88845257,G5167290X,15:18,D,10,71
2020-08-16,14:09,B,6,82881605,F4837479X,16:16,E,9,127
2020-08-16,14:09,B,1,97744385,S9668759X,16:36,G,10,147
2020-08-16,14:13,C,4,92967397,T1740098X,15:04,E,8,51
2020-08-16,14:14,C,4,92335888,S6611119X,16:25,G,12,131
2020-08-16,14:17,C,4,91118380,T2742540X,14:48,D,10,31
2020-08-16,14:22,A,1,81764977,T1366954X,17:47,D,12,205
2020-08-16,14:23,C,1,92617722,S5376232X,16:39,G,11,136
2020-08-16,14:25,B,3,93853971,F0251839X,17:33,F,11,188
2020-08-16,14:25,A,6,97636089,T9459893X,17:20,G,12,175
2020-08-16,14:30,B,6,84979796,T9425573X,15:09,G,7,39
2020-08-16,14:31,A,5,98817235,F8804065X,16:41,E,11,130
2020-08-16,14:34,C,6,98183517,F8137861X,15:56,D,10,82
2020-08-16,14:37,C,4,97493143,G1655164X,15:21,F,10,44
2020-08-16,14:37,B,2,83564439,S2509770X,18:33,F,9,236
2020-08-16,14:39,A,6,94400717,G4488707X,16:07,G,7,88
2020-08-16,14:41,C,3,84552693,S6044665X,17:13,F,9,152
2020-08-16,14:45,A,4,86317160,S3783683X,14:53,F,8,8
2020-08-16,14:45,A,3,92301368,S2688056X,18:02,G,9,197
2020-08-16,14:50,B,6,81268321,S5969253X,15:13,E,8,23
2020-08-16,14:54,C,6,96679814,G1144369X,15:50,E,7,56
2020-08-16,14:54,C,2,84163506,S5730337X,16:02,D,8,68
2020-08-16,14:55,B,3,97943100,G9659401X,16:00,E,8,65
2020-08-16,14:56,B,6,96413696,G2186451X,16:48,F,12,112
2020-08-16,14:59,B,6,88299614,G8718772X,18:08,E,7,189
2020-08-16,15:01,A,4,94160852,S1040832X,18:15,E,11,194
2020-08-16,15:04,B,4,89316172,G6123588X,16:27,F,12,83
2020-08-16,15:08,B,2,94920378,G2520169X,17:57,G,11,169
2020-08-16,15:13,A,1,82014842,S4577846X,18:53,D,9,220
2020-08-16,15:14,A,5,98204494,T6066577X,17:12,G,7,118
2020-08-16,15:16,C,4,86707838,S1269854X,15:59,G,12,43
2020-08-16,15:18,A,5,84774391,F9342987X,15:38,F,8,20
2020-08-16,15:19,B,5,99934090,G3312040X,17:22,D,8,123
2020-08-16,15:20,A,4,91660515,G3354901X,18:13,E,7,173
2020-08-16,15:24,A,6,93275925,G8639086X,16:39,F,7,75
2020-08-16,15:25,B,6,91179353,G6638002X,17:26,G,9,121
2020-08-16,15:27,A,3,99234483,S6105050X,16:36,G,11,69
2020-08-16,15:30,C,6,88205011,T3231583X,19:09,E,7,219
2020-08-16,15:31,B,2,89713540,F2969059X,17:54,G,8,143
2020-08-16,15:35,C,2,87556175,G9783051X,17:31,G,10,116
2020-08-16,15:37,A,6,85498259,G1187689X,19:27,G,7,230
2020-08-16,15:38,A,1,88382182,T7064643X,16:53,F,7,75
2020-08-16,15:43,C,5,86293461,F7095613X,17:59,D,7,136
2020-08-16,15:47,B,1,88186662,T6758839X,18:23,F,11,156
2020-08-16,15:49,C,5,98649402,T6398503X,17:47,E,9,118
2020-08-16,15:51,B,2,95775231,G6020598X,18:07,G,8,136
2020-08-16,15:56,B,3,98375334,T1903043X,18:28,E,11,152
2020-08-16,16:01,B,6,82154816,S6704439X,16:40,D,8,39
2020-08-16,16:05,B,6,96684185,F3820004X,16:26,E,11,21
2020-08-16,16:05,C,4,89392735,S1935430X,19:57,E,10,232
2020-08-16,16:06,C,4,81493183,T6916521X,19:38,D,8,212
2020-08-16,16:09,A,3,97846112,G5251615X,17:09,D,10,60
2020-08-16,16:14,A,2,92057496,G6993598X,16:32,F,11,18
2020-08-16,16:17,B,2,86097456,F1744095X,16:31,D,11,14
2020-08-16,16:20,A,3,96407850,G3649645X,16:53,F,8,33
2020-08-16,16:25,A,4,83797612,S2820946X,18:00,F,8,95
2020-08-16,16:27,B,2,85075256,G3585461X,18:31,D,8,124
2020-08-16,16:30,B,6,99682382,T2264286X,20:02,G,8,212
2020-08-16,16:31,B,1,97841166,G6672012X,18:21,G,10,110
2020-08-16,16:31,B,2,87098334,G4983524X,20:21,F,7,230
2020-08-16,16:35,A,6,82420247,T6413338X,18:17,D,12,102
2020-08-16,16:39,A,4,96587851,S8794431X,20:15,G,7,216
2020-08-16,16:41,A,1,94403181,G4798998X,17:40,G,10,59
2020-08-16,16:41,A,5,83943949,F9422034X,18:40,E,9,119
2020-08-16,16:44,A,2,97289098,G2555247X,20:32,G,10,228
2020-08-16,16:45,A,3,95628455,S8344780X,17:00,D,12,15
2020-08-16,16:45,C,2,94946393,G6834881X,18:05,G,11,80
2020-08-16,16:45,B,5,97033734,G3488062X,18:26,F,8,101
2020-08-16,16:48,A,5,94223275,S6008063X,20:21,G,9,213
2020-08-16,16:53,C,5,91606761,G2033298X,20:19,E,7,206
2020-08-16,16:55,A,6,86309429,S5198002X,20:16,F,11,201
2020-08-16,16:57,B,2,84748774,F7143347X,17:55,E,7,58
2020-08-16,17:00,A,2,88484005,T9776793X,19:26,E,7,146
2020-08-16,17:05,B,2,94622620,S8283976X,20:55,E,7,230
2020-08-16,17:06,C,1,84570801,T4383281X,17:44,D,7,38
2020-08-16,17:07,A,1,81329448,S2870323X,20:33,D,10,206
2020-08-16,17:07,B,3,85341908,T0419640X,20:39,E,7,212
2020-08-16,17:09,B,5,98674900,T1048564X,20:49,F,12,220
2020-08-16,17:14,A,6,94299828,S0096902X,20:56,E,9,222
2020-08-16,17:19,A,6,85317242,G9312064X,20:45,E,12,206
2020-08-16,17:23,B,5,82654567,S6518042X,20:27,D,11,184
2020-08-16,17:26,C,6,99192320,G2002649X,19:35,D,9,129
2020-08-16,17:31,B,6,82245336,S6615094X,18:42,D,7,71
2020-08-16,17:34,A,6,88523710,G4991814X,19:25,E,11,111
2020-08-16,17:36,B,6,86782701,G4898399X,18:06,E,7,30
2020-08-16,17:37,C,4,94870408,S9530650X,19:50,F,12,133
2020-08-16,17:38,A,1,86304148,F9338049X,20:27,F,8,169
2020-08-16,17:38,C,2,95494774,G9272359X,21:00,D,11,202
2020-08-16,17:42,C,5,92464767,G5178480X,19:25,G,11,103
2020-08-16,17:46,C,3,83201278,T5708256X,20:19,E,9,153
2020-08-16,17:46,C,3,95000685,F3008656X,19:52,E,7,126
2020-08-16,17:50,B,5,99650452,T6090976X,20:50,E,8,180
2020-08-16,17:50,B,3,91970372,S8469065X,20:25,E,12,155
2020-08-16,17:55,C,1,89749805,S1076313X,20:37,F,9,162
2020-08-16,17:55,B,2,85812194,F1333365X,20:46,D,10,171
2020-08-16,17:55,C,3,88352447,S0363150X,18:52,E,11,57
2020-08-16,17:56,B,3,84110475,G7501468X,20:55,F,12,179
2020-08-16,17:56,A,5,92175558,S1836354X,18:56,E,12,60
2020-08-16,18:00,B,1,81225416,G1375115X,18:21,E,7,21
2020-08-16,18:04,C,6,99335055,S7854583X,22:03,D,7,239
2020-08-16,18:09,C,1,81199008,F8479930X,21:30,F,12,201
2020-08-16,18:14,B,2,96086370,G0868775X,19:48,F,10,94
2020-08-16,18:15,B,3,84313484,F4028355X,18:28,F,11,13
2020-08-16,18:19,A,1,84293716,T9150992X,20:42,E,7,143
2020-08-16,18:23,C,2,95133463,S9776902X,21:30,E,7,187
2020-08-16,18:27,A,6,99891106,G7622110X,19:15,E,12,48
2020-08-16,18:28,C,1,95693730,F4661240X,21:15,G,12,167
2020-08-16,18:28,B,6,82794833,S3268598X,22:18,E,7,230
2020-08-16,18:30,B,6,98347543,S8484940X,20:26,F,8,116
2020-08-16,18:35,C,6,97912565,S9638209X,21:12,D,7,157
2020-08-16,18:39,B,6,87569241,S1993377X,19:09,F,7,30
2020-08-16,18:40,B,6,84186956,S7453612X,21:44,F,7,184
2020-08-16,18:42,A,1,81709927,S4753980X,20:35,F,7,113
2020-08-16,18:45,B,1,98544646,T6850799X,21:55,E,12,190
2020-08-16,18:45,A,5,92817188,F5842647X,20:03,E,7,78
2020-08-16,18:47,A,3,95191538,F8963976X,20:03,E,8,76
2020-08-16,18:47,A,4,92046723,S4341680X,20:49,G,8,122
2020-08-16,18:49,A,1,95008805,G5940272X,18:52,E,8,3
2020-08-16,18:52,C,4,97533886,G0137417X,19:11,D,7,19
2020-08-16,18:53,B,3,82085129,F0176311X,22:42,D,7,229
2020-08-16,18:56,A,3,86752938,F5812610X,19:37,G,7,41
2020-08-16,18:57,A,2,85181988,F4332846X,20:30,F,10,93
2020-08-16,19:00,A,4,87136493,T7804410X,21:48,F,8,168
2020-08-16,19:03,B,3,88150194,S4280836X,20:52,F,12,109
2020-08-16,19:08,A,3,92988537,G9170580X,21:45,G,7,157
2020-08-16,19:10,B,6,93334557,T2437615X,21:44,E,7,154
2020-08-16,19:12,C,4,99212731,T6331310X,19:43,D,12,31
2020-08-16,19:14,C,6,96600406,F8600305X,20:13,G,8,59
2020-08-16,19:16,A,5,86901820,T0768566X,21:06,D,12,110
2020-08-16,19:16,B,4,88734372,T9468529X,21:59,G,10,163
2020-08-16,19:20,A,4,98495052,G7248230X,21:15,E,10,115
2020-08-16,19:22,C,2,82522123,F5519088X,21:14,E,9,112
2020-08-16,19:26,B,2,82947089,T1025466X,21:15,F,12,109
2020-08-16,19:31,C,2,84426654,G4147429X,21:48,F,8,137
2020-08-16,19:34,B,6,85284387,G3351761X,21:40,E,8,126
2020-08-16,19:36,A,4,89356073,F1037703X,20:03,G,12,27
2020-08-16,19:41,B,2,92797284,S6132135X,21:17,G,11,96
2020-08-16,19:44,B,2,88371073,G4184580X,19:53,F,8,9
2020-08-16,19:46,B,6,87998374,T4446435X,20:57,D,8,71
2020-08-16,19:46,A,4,86621229,S5955809X,21:16,F,7,90
2020-08-16,19:46,C,2,97999177,T9920188X,20:49,D,7,63
2020-08-16,19:48,A,1,96599347,F4858059X,21:17,F,9,89
2020-08-16,19:49,B,4,98678149,S1785923X,20:01,E,7,12
2020-08-16,19:53,C,1,81501743,T8822629X,21:16,G,8,83
2020-08-16,19:56,C,2,93998012,F2956719X,20:59,E,7,63
2020-08-16,19:58,C,5,89646648,S4307475X,20:28,G,10,30
2020-08-16,20:01,C,1,85978540,S2245261X,20:07,F,8,6
2020-08-16,20:02,A,4,92243157,S3610043X,21:16,F,8,74
2020-08-16,20:02,C,1,95900814,T1096835X,20:27,F,11,25
2020-08-16,20:04,B,5,83391315,F1175223X,21:57,D,9,113
2020-08-16,20:04,B,1,91136327,F2994330X,21:31,D,7,87
2020-08-16,20:08,B,6,94992092,F3513621X,20:58,E,12,50
2020-08-16,20:09,A,5,88584885,G8191814X,21:16,E,7,67
2020-08-16,20:10,B,5,84580802,S7834489X,20:31,G,12,21
2020-08-16,20:13,C,2,93625502,S3730632X,21:03,G,8,50
2020-08-16,20:18,C,1,87431769,F4485006X,20:47,F,11,29
2020-08-16,20:19,C,5,96430739,G4728042X,21:54,E,11,95
2020-08-16,20:23,B,1,97709121,F4416631X,21:16,F,7,53
2020-08-16,20:26,A,3,91165363,G6727041X,20:45,E,10,19
2020-08-16,20:29,A,5,85515974,S6940282X,20:43,D,10,14
2020-08-16,20:34,C,1,81520397,S3816202X,20:39,D,11,5
2020-08-16,20:37,C,2,81569201,F7587344X,21:34,E,12,57
2020-08-16,20:40,B,4,84806712,F1541027X,21:36,D,7,56
2020-08-16,20:43,A,5,98131350,S9129620X,21:37,G,10,54
2020-08-16,20:48,B,2,83710230,G1659654X,21:21,G,8,33
2020-08-16,20:53,B,4,81946081,S8421354X,21:03,F,11,10
2020-08-16,20:54,C,5,92379443,G1740846X,21:50,F,11,56
2020-08-16,20:58,A,3,92937261,T6529910X,21:47,G,12,49
2020-08-16,21:01,B,2,98389260,S8457781X,21:42,G,10,41
2020-08-16,21:04,A,1,87919443,T0472234X,21:24,G,10,20
2020-08-16,21:09,A,4,85810827,G0849213X,21:54,D,8,45
2020-08-16,21:12,B,1,99117422,S7955870X,21:21,D,9,9
2020-08-16,21:17,A,4,93708994,T4057763X,21:50,F,9,33
2020-08-16,21:18,C,3,96743056,G6860127X,21:57,E,7,39
2020-08-16,21:19,C,1,98295841,G4012718X,21:58,G,12,39
2020-08-16,21:19,B,6,99296636,S2321670X,21:38,G,9,19
2020-08-16,21:24,C,6,98364073,T1374220X,21:53,D,9,29
2020-08-16,21:29,C,2,81318900,T7974637X,21:36,G,9,7
2020-08-16,21:34,B,2,96011283,T8698111X,21:45,F,10,11
2020-08-16,21:39,C,5,94266626,S5028570X,21:47,G,10,8
2020-08-16,21:39,A,1,82037426,F0650122X,21:59,G,12,20
2020-08-16,21:39,C,5,89216389,G5053535X,21:44,G,7,5
2020-08-16,21:41,B,4,99094916,S0764764X,21:48,G,10,7
2020-08-16,21:45,B,5,89664807,G3614197X,21:57,G,11,12
2020-08-17,10:00,B,6,97891741,G7008401X,13:04,E,8,184
2020-08-17,10:02,A,5,87014583,T9615027X,13:16,E,10,194
2020-08-17,10:03,B,2,85224162,T2573042X,12:45,D,10,162
2020-08-17,10:03,C,5,94272001,T4556750X,11:12,D,12,69
2020-08-17,10:07,C,3,94969884,F0565741X,11:50,G,12,103
2020-08-17,10:09,A,6,92798556,G8163701X,13:06,G,7,177
2020-08-17,10:11,C,1,98604940,T8350177X,10:52,E,9,41
2020-08-17,10:11,A,6,97029136,F4548001X,11:53,E,8,102
2020-08-17,10:14,A,3,92766649,G1249728X,12:17,F,12,123
2020-08-17,10:18,C,3,93968150,T5691788X,10:35,G,8,17
2020-08-17,10:20,C,4,97711086,G6065677X,11:13,F,8,53
2020-08-17,10:22,A,4,83340579,S3593163X,12:29,E,8,127
2020-08-17,10:27,B,2,98790042,G5932715X,11:21,G,12,54
2020-08-17,10:28,A,4,92645827,S3861552X,14:28,D,10,240
2020-08-17,10:29,C,5,81147267,S5616122X,11:47,E,7,78
2020-08-17,10:29,B,6,86307086,F1801621X,11:35,F,7,66
2020-08-17,10:31,C,1,84212710,T5256861X,11:11,F,11,40
2020-08-17,10:32,A,2,93815313,S0528428X,12:06,E,12,94
2020-08-17,10:33,A,6,97377821,T3192952X,13:58,E,11,205
2020-08-17,10:36,A,6,88387496,F2757084X,12:11,F,11,95
2020-08-17,10:41,A,6,93998548,T7521483X,14:25,E,9,224
2020-08-17,10:46,A,5,98258707,G8300302X,11:48,F,8,62
2020-08-17,10:49,B,6,88744465,T8974582X,11:50,D,7,61
2020-08-17,10:51,A,1,88944554,G3273571X,12:12,D,12,81
2020-08-17,10:53,B,2,83661744,F6327158X,11:48,G,12,55
2020-08-17,10:55,A,6,93605524,G1998238X,11:10,E,7,15
2020-08-17,10:58,C,1,92882087,F1924119X,12:14,D,10,76
2020-08-17,11:01,A,4,86783314,T4571802X,13:28,E,11,147
2020-08-17,11:06,A,5,95044566,F2322724X,12:33,G,10,87
2020-08-17,11:06,B,3,94841662,F3467379X,11:58,E,12,52
2020-08-17,11:09,A,3,91845880,G1399797X,12:50,E,9,101
2020-08-17,11:14,B,5,88432075,F9142537X,11:27,E,11,13
2020-08-17,11:16,C,3,91680027,T7161260X,13:21,F,7,125
2020-08-17,11:19,A,6,99582922,G5943118X,12:00,D,11,41
2020-08-17,11:22,C,3,87762515,G0765161X,11:40,F,11,18
